CODIGO,TITULO,SINONIMOS,SINONIMOS_ENG,SINONIMOS_ENG_CLEAN
613215,Criador de suínos,"Criador de porcos - empregador, Criador de suínos - empregador, Fazendeiro na criação de suínos - empregador, Pecuarista - na criação de suínos empregador, Proprietário - na criação de suínos empregador, Proprietário de granja de suínos, Sitiante - na criação de suínos, Sócio-proprietário - na criação de suínos empregador, Suinocultor - criador de leitão, Suinocultor - empregador, Suinocultor cabanheiro, Suinocultor crecheiro","Pig Creator - Employer, Pig Creator - Employer, Pork Creation Farmer - Employer, Pacuor - In the Creation of Pork Employer, Owner - In the Creation of Pork Employer, Pig Farm Owner, besitant - in the creation of pigs, partner,-PROPRATEARY - In the creation of Pigs Employer, Swine - Creator of Leitão, Pig - Employer, Swine Cabinheiro, Swine Creak",pig creator employer pig creator employer pork creation farmer employer pacuor creation pork employer owner creation pork employer pig farm owner besitant creation pig partnerproprateary creation pig employer swine creator leito pig employer swine cabinheiro swine creak
613305,Avicultor,"Avícola - empregador, Avicultor - empregador, Avicultor avozeiro, Avicultor comercial, Avicultor matrizeiro, Criador de aves, Parceiro - na criação de aves - empregador, Produtor de pinto de corte, Proprietário de granja - na criação de aves","PORTA - EMPLOYER, POUCULOR - EMPLOYER, AVOZEIRO PVICULOR, COMMERCIAL PLANT, MATRIZEIRO PRADULAR, BIRD CREATOR, PARTNER CREATING - EMPLOYMENT, CUTTING PINTO, GRANJA OWNER - BIRD CREATE",porta employer pouculor employer avozeiro pviculor commercial plant matrizeiro pradular bird creator partner creating employment cutting pinto granja owner bird create
613310,Cunicultor,"Coelheiro, Criador de coelhos, Criador de matrizes de coelhos, Criadores de coelhos integrados, Matrizeiro de coelho, Parceiro na criação de coelhos, Proprietário - na criação de coelhos","Bunny, rabbit creator, rabbit breeder creator, integrated rabbit breeders, rabbit matrixeiro, rabbit partner, owner - in the creation of rabbits",bunny rabbit creator rabbit breeder creator integrated rabbit breeder rabbit matrixeiro rabbit partner owner creation rabbit
613405,Apicultor,"Abelheiro, Apicultor - empregador, Meleiro, Proprietário - na criação de abelhas - empregador, Sócio-proprietário - na criação de abelhas - empregador","Abelheiro, beekeeper - employer, meleiro, owner - in the breeding of bees - employer, partner -owner - in the breeding of bees - employer",abelheiro beekeeper employer meleiro owner breeding bee employer partner owner breeding bee employer
613410,Criador de animais produtores de veneno,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
613415,Minhocultor,"Criador de minhocas, Minhoqueiro, Produtor de húmus de minhoca","Minhocas creator, Minhoqueiro, producer of worm humus",minhocas creator minhoqueiro producer worm humus
613420,Sericultor,"Criador de bicho-da-seda - empregador, Proprietário - na criação de bicho-da-seda - empregador, Rancheiro, Sericultor - conta própria, Sócio - proprietário - na criação de bicho-da-seda - empregador","Bug Creator - Employer, Owner - In the Creation of Bug Seda - Employer, Rancheiro, Sericator - Own Account, Partner - Owner - In the Creation of Seda Bicho - Employer",bug creator employer owner creation bug seda employer rancheiro sericator account partner owner creation seda bicho employer
620105,Supervisor de exploração agrícola,"Capataz da exploração agrícola, Capataz de horticultura, Capataz na fruticultura e na floricultura, Capataz na lavoura (exceto na floricultura, fruticultura e horticultura), Encarregado de horticultura, Encarregado de hortifrutigrangeiros, Fiscal de lavoura, Monitor agrícola, Orientador de plantio","Capataz of Agricultural Exploration, Horticulture Capataz, Flooring and Floriculture, Capataz in the crop (except for floriculture, fruiting and horticulture), horticulture in charge of horticulture, crop inspector, agricultural monitor, planning advisor",capataz agricultural exploration horticulture capataz flooring floriculture capataz crop except floriculture fruiting horticulture horticulture charge horticulture crop inspector agricultural monitor planning advisor
620110,Supervisor de exploração agropecuária,"Capataz da exploração agropecuária, Capataz rural, Encarregado na agropecuária, Fiscal de propriedade agropecuária","Capataz of Agricultural Exploration, Rural Capataz, in charge of agriculture, agricultural property inspector",capataz agricultural exploration rural capataz charge agriculture agricultural property inspector
620115,Supervisor de exploração pecuária,"Capataz (criação de gado bovino), Capataz de currais bovinos, Capataz na exploração de pecuária, Capataz na pecuária, Encarregado na exploração de pecuária","Capataz (cattle breeding), Currais Bovine Capataz, a foreman in the exploration of livestock, foreman in livestock, charged with the exploration of livestock",capataz cattle breeding currais bovine capataz foreman exploration livestock foreman livestock charged exploration livestock
621005,Trabalhador agropecuário em geral,"Agregado - na agropecuária, Arameiro (colocador de arames), Arrendatário - na agropecuária, Bóia-fria - na agropecuária, Camarada - na agropecuária, Campeiro - na agropecuária, Camponês na agropecuária, Colono - na agropecuária, Curador de animais - na agropecuária, Destocador - na agropecuária, Diarista - na agropecuária, Exterminador de insetos - na agropecuária, Fazedor de cerca - inclusive na agropecuária, Limpador de pasto - na agropecuária, Meeiro - na agropecuária - exclusive conta própria e empregador, Operador de engenho, Parceiro na agropecuária - exclusive conta própria e empregador, Peão - na agropecuária, Pegador de animais - na agropecuária, Peneirador - na agropecuária, Rendeiro na agropecuária - exclusive conta própria e empregador, Roceiro - na agropecuária - exclusive conta própria e empregador, Trabalhador braçal - na agropecuária - conta própria, Trabalhador braçal - na agropecuária - exclusive conta própria, Trabalhador braçal - na agropecuária - exclusive empregador, Trabalhador da coleta de sementes, Trabalhador da produção de sementes agrícolas, Trabalhador de enxada - na agropecuária, Trabalhador na formação de pastagem, Trabalhador rural - na agropecuária - exclusive conta própria, Trabalhador rural - na agropecuária - exclusive empregador","Aggregate - In agriculture, wiremaster (wires), lessee - in agriculture, float - in agriculture, comrade - in agriculture, champion - in agriculture, agriculture, settler - in agriculture, animal curator - in agriculture,Stockholor - In agriculture, day laborer - in agriculture, insect exterminator - in agriculture, fence maker - including agriculture, pasture cleaner - in agriculture, meueiro - at agriculture - exclusive account and employer, milling operator, partner in agriculture- EXCLUSIVE OWN ACCOUNT AND EMPLOYMENT, PEÃO - IN FRONT, ANIMAL WATER - AGRICULTURAL, SINCER - FROM AGROPHICS, RECORDING IN AGROPUCTION - EXCLUSIVE OWN ACCOUNT AND EMPLOYMENT, ROCKER - EXCLUSIVE OWN ACCOUNT AND EMPLOYMENT- Own Account, Braçal Worker - In Agriculture - Exclusive Own Account, Braçal Worker - In Agriculture - Exclusive Employer, Seed Collection Worker, Agricultural Seed Production worker, hoe worker - in agriculture, worker in the formation of pasture, workerRural - In Agriculture - Exclusive Own Account, Rural Worker - In Agriculture - Exclusive Employer",aggregate agriculture wiremaster wire lessee agriculture float agriculture comrade agriculture champion agriculture agriculture settler agriculture animal curator agriculturestockholor agriculture day laborer agriculture insect exterminator agriculture fence maker including agriculture pasture cleaner agriculture meueiro agriculture exclusive account employer milling operator partner agriculture exclusive account employment peo front animal water agricultural sincer agrophics recording agropuction exclusive account employment rocker exclusive account employment account braal worker agriculture exclusive account braal worker agriculture exclusive employer seed collection worker agricultural seed production worker hoe worker agriculture worker formation pasture workerrural agriculture exclusive account rural worker agriculture exclusive employer
622005,Caseiro (agricultura),"Chacareiro - exclusive conta própria e empregador, Rancheiro - na cultura","Chakareiro - Exclusive Own Account and Employer, Rancheiro - In Culture",chakareiro exclusive account employer rancheiro culture
622010,Jardineiro,"Jardineiro (árvores para ornamentação urbana), Regador - na cultura, Trabalhador do plantio e trato de árvores ornamentais","Gardener (trees for urban ornamentation), watering - in culture, worker of planting and treatment of ornamental trees",gardener tree urban ornamentation watering culture worker planting treatment ornamental tree
622015,Trabalhador na produção de mudas e sementes,"Colhedor de sementes, Embalador de mudas, Viveirista agrícola","Seed harvester, seedling packer, agricultural villain",seed harvester seedling packer agricultural villain
622020,Trabalhador volante da agricultura,"Abanador na agricultura, Adubador, Ajudante de serviço de (aplicação de produtos agroquímicos), Apanhador - na cultura, Aplicador agrícola, Arrancador - na cultura, Auxiliar de agricultura, Bóia-fria, Cabeça-de-campo, Capinador - na cultura, Capinador - na lavoura, Capineiro - na cultura, Capinheiro - na cultura, Capinzeiro - na cultura, Carpidor - na cultura, Catadeira - na cultura, Catador - na cultura, Cavador - na cultura, Ceifador, Ceifador - na cultura, Ceifeiro, Cerqueiro, Chefe de turma volante - na cultura, Coletor na cultura, Colhedor - na cultura, Colhedor de lavoura (exceto na floricultura, fruticultura e horticultura), Cultivador de cultura permanente, Cultivador de cultura temporária, Debulhador - na cultura, Descascador - na cultura, Destalador - na cultura, Diarista na agricultura, Empreiteiro - na cultura, Encarregado de silos, Encoivarador - na cultura, Enxadeiro, Enxadeiro - na cultura, Escolhedor - na cultura, Esparramador de adubos, Estercador, Foiceiro, Foiceiro - na cultura, Formador - na cultura, Formigueiro (combate às formigas), Lavrador - na cultura - exclusive conta própria e empregador, Lavrador de cultura permanente - exclusive conta própria e empregador, Lavrador de cultura temporária - exclusive conta própria e empregador, Lavrador na horticultura e na floricultura - exclusive conta própria e empregador, Matador de formiga - na cultura, Plantador - exclusive conta própria e empregador, Plantador de cultura permanente, Plantador de cultura temporária, Podador agrícola, Roçador - na cultura, Ronda de formiga (combate às formigas), Safrista, Selecionador e embalador de colheitas agrícolas, Semeador, Sementeiro - na cultura, Tarefeiro - na cultura, Tirador de palha - na cultura, Trabalhador agrícola polivalente, Valeiro - na cultura, Volante na agricultura","Subcaping in agriculture, fertilizer, service assistant (application of agrochemical products), casualty - in culture, agricultural applicator, starter - in culture, agriculture assistant, cold float, headbar- In the fields, weeding - in culture, capinral - in culture, capinzeiro - in culture, carpenter - in culture, chicken - in culture - in culture, navigator - in culture, reaper, reaper - in culture, reaper, cerqueiro,Leader's head of class - in culture, collector in culture, harvester - in culture, crop harvester (except in floriculture, fruiting and horticulture), permanent culture cultivator, temporary culture cultivator, throbber - in culture, peeling - in culture,DESULATOR - in culture, day laborer in agriculture, contractor - in culture, in charge of silos, encouraging - in culture, rod, rudeer - in culture, chosen - in culture, fertilizer spreader, manure, lise, hesiter - in culture, formator -In culture, anthill (combat to ants), farmer - in culture - exclusive account and employer, farmer of permanent culture - exclusive account and employer, temporary culture farmer - exclusive account and employer, farmer in vegetable and flower shop -EXCLUSIVE OWN ACCOUNT AND EMPLOYMENT, ANT KILLER - IN CULTURE, PLATER - EXCLUSIVE OWN ACCOUNT AND EMPLOYMENT, PERMANENT CULTURE PLANING, TEMPORARY CULTURE PLANING, AGRICULTURAL PROSSER, ROÇOUS - CULTURE, ANT ROUND (FIGHTS), SAFRIST,Picker and packer of agricultural harvests, sower, seeder - in culture, tasfeiro - in culture, straw - in culture, multipurpose agricultural worker, valeiro - in culture, steering wheel in agriculture",subcaping agriculture fertilizer service assistant application agrochemical product casualty culture agricultural applicator starter culture agriculture assistant cold float headbar field weeding culture capinral culture capinzeiro culture carpenter culture chicken culture culture navigator culture reaper reaper culture reaper cerqueiroleaders head class culture collector culture harvester culture crop harvester except floriculture fruiting horticulture permanent culture cultivator temporary culture cultivator throbber culture peeling culturedesulator culture day laborer agriculture contractor culture charge silo encouraging culture rod rudeer culture chosen culture fertilizer spreader manure lise hesiter culture formator culture anthill combat ant farmer culture exclusive account employer farmer permanent culture exclusive account employer temporary culture farmer exclusive account employer farmer vegetable flower shop exclusive account employment ant killer culture plater exclusive account employment permanent culture planing temporary culture planing agricultural prosser roous culture ant round fight safristpicker packer agricultural harvest sower seeder culture tasfeiro culture straw culture multipurpose agricultural worker valeiro culture steering wheel agriculture
