CODIGO,TITULO,SINONIMOS,SINONIMOS_ENG
225225,Médico cirurgião geral,"Cirurgião, Cirurgião geral, Médico cirurgião","Surgeon, general surgeon, surgeon"
225230,Médico cirurgião pediátrico,Cirurgião pediátrico,Pediatric surgeon
225235,Médico cirurgião plástico,Cirurgião plástico,Plastic surgeon
225240,Médico cirurgião torácico,Cirurgião torácico,Thoracic surgeon
225250,Médico ginecologista e obstetra,"Cirurgião ginecológico, Ginecologista, Médico de mulheres, Médico ginecologista, Médico obstetra, Obstetra, Tocoginecologista","Gynecological surgeon, gynecologist, women's doctor, gynecologist, obstetrician, obstetrician, tocoginecologist"
225255,Médico mastologista,"Cirurgião de mama, Cirurgião mastologista, Mastologista","Breast surgeon, mastologist, mastologist surgeon"
225260,Médico neurocirurgião,"Médico neurocirurgião pediátrico, Neurocirurgião, Neurocirurgião pediátrico","Pediatric neurosurgeon, neurosurgeon, pediatric neurosurge"
225265,Médico oftalmologista,"Cirurgião oftalmológico, Oculista, Oftalmologista","Ophthalmological surgeon, Occurities, ophthalmologist"
225270,Médico ortopedista e traumatologista,"Cirurgião ortopedista, Cirurgião traumatologista, Médico ortopedista, Médico traumatologista, Ortopedista, Traumatologista","Orthopedist surgeon, traumatologist, orthopedist doctor, traumatologist, orthopedist, traumatologist,"
225275,Médico otorrinolaringologista,"Cirurgião otorrinolaringologista, Foniatra, Médico foniatra, Otorrino, Otorrinolaringologista","Otolaryngologist surgeon, phoniatrician, phoniatrician, otorhine, otolaryngologist"
225280,Médico coloproctologista,"Cirurgião proctologista, Coloproctologista, Médico proctologista, Proctologista","Surgeon proctologist, coloproctologist, proctologist, proctologist"
225285,Médico urologista,"Andrologista, Cirurgião urológico, Cirurgião urologista, Urologista","Andrologist, urological surgeon, urologist surgeon, urologist"
225290,Médico cancerologista cirurgíco,"Médico oncologista cirúrgico, Oncologista cirúrgico","Surgical oncologist, surgical oncologist"
225295,Médico cirurgião da mão,Cirurgião da mão,Hand surgeon
225305,Médico citopatologista,Citopatologista,Cytopathologist
225310,Médico em endoscopia,"Endoscopista, Médico broncoesofagologista, Médico broncoscopista, Médico endoscopista","Endoscopist, bronchosophagologist, bronchoscopist doctor, endoscopist doctor"
225315,Médico em medicina nuclear,Médico nuclear,Nuclear
225320,Médico em radiologia e diagnóstico por imagem,"Imaginologista, Médico radiologista, Radiologista","Imaginologist, radiologist, radiologist"
225325,Médico patologista,"Médico anatomopatologista, Patologista","Anatomopathologist, pathologist"
225330,Médico radioterapeuta,"Médico em radio-oncologia, Médico em radioterapia, Radio-oncologista, Radioterapeuta","Radio-oncology physician, radiotherapy doctor, radio-oncologist, radiotherapist"
225335,Médico patologista clínico / medicina laboratorial,"Médico em medicina laboratorial, Médico laboratorista, Médico patologista clínico, Patologista clínico","Doctor in Laboratory Medicine, Laborator doctor, clinical pathologist, clinical pathologist"
225340,Médico hemoterapeuta,"Hemoterapeuta, Médico em hemoterapia","Hemotherapist, doctor in hemotherapy"
225345,Médico hiperbarista,"Médico em medicina hiperbárica, Médico hiperbaricista, Médico hiperbárico","Physician in hyperbaric medicine, hyperbaricist physician, hyperbaric physician"
225350,Médico neurofisiologista clínico,"Médico neurofisiologista, Neurofisiologista clínico","Neurophysiologist, clinical neurophysiologist"
225355,Médico radiologista intervencionista,"Intervencionista, Medico intervencionista, Radiologista intervencionista não vascular, Radiologista intervencionista percutâneo, Radiologista intervencionista vascular","Interventionist, interventionist doctor, non -vascular interventionist radiologist, percutaneous interventionist radiologist, vascular interventionist radiologist"
226105,Quiropraxista,,"the JSON object must be str, bytes or bytearray, not NoneType"
226110,Osteopata,,"the JSON object must be str, bytes or bytearray, not NoneType"
226305,Musicoterapeuta,,"the JSON object must be str, bytes or bytearray, not NoneType"
226310,Arteterapeuta,,"the JSON object must be str, bytes or bytearray, not NoneType"
226315,Equoterapeuta,,"the JSON object must be str, bytes or bytearray, not NoneType"
226320,Naturólogo,,"the JSON object must be str, bytes or bytearray, not NoneType"
231105,Professor de nível superior na educação infantil (quatro a seis anos),"Professor de ensino pré-escolar, Professor de ensino pré-primário","Preschool Teaching Professor, Pre-Primary Teaching Teacher"
231110,Professor de nível superior na educação infantil (zero a três anos),"Professor de creche, Professor de jardim de infância (nível superior), Professor de maternal (nivel superior), Professor de minimaternal","Creche teacher, kindergarten teacher (higher level), maternal teacher (upper level), minimenal teacher"
231205,Professor da  educação de jovens e adultos do ensino fundamental (primeira a quarta série),Professor de suplência do ensino fundamental (primeira a quarta série),Professor of Deputy Elementary School (first to fourth grade)
231210,Professor de nível superior do ensino fundamental (primeira a quarta série),"Professor das séries iniciais, Professor dos ciclos iniciais (ensino fundamental)","Professor of the initial grades, teacher of the initial cycles (elementary school)"
231305,Professor de ciências exatas e naturais do ensino fundamental,"Professor de ciências na educação de jovens e adultos do ensino fundamental de 5ª a 8ª série, Professor de ciências naturais no ensino fundamental de 5ª a 8ª série","Professor of Sciences in Youth and Adult Education of Elementary School from 5th to 8th grade, Professor of Natural Sciences in Elementary School from 5th to 8th grade"
231310,Professor de educação artística do ensino fundamental,"Professor de artes do ensino fundamental de de 5ª a 8ª série , Professor de artes na educação de jovens e adultos do ensino fundamental de 5ª a 8ª série","Professor of Elementary School from 5th to 8th grade, Professor of Arts in Youth and Adult Education of Elementary School from 5th to 8th grade"
231315,Professor de educação física do ensino fundamental,Professor de educação física na educação de jovens e adultos do ensino fundamental de 5ª a 8ª série,Physical Education Teacher in Youth and Adult Education of Elementary School from 5th to 8th grade
231320,Professor de geografia do ensino fundamental,Professor de geografia na educação de jovens e adultos do ensino fundamental de 5ª a 8ª série,Professor of Geography in Youth and Adult Education of Elementary School from 5th to 8th grade
231325,Professor de história do ensino fundamental,Professor de história na educação de jovens e adultos do ensino fundamental de 5ª a 8ª série,History Professor in Youth and Adult Education of Elementary School from 5th to 8th grade
231330,Professor de língua estrangeira moderna do ensino fundamental,Professor de língua estrangeira moderna  no ensino supletivo do ensino fundamental de  5ª a 8ª série,Modern Foreign Language Teacher in Supplementary Elementary School from 5th to 8th grade
231335,Professor de língua portuguesa do ensino fundamental,Professor de língua portuguesa no ensino supletivo do ensino fundamental de 5ª a 8ª série,Portuguese Language Professor in the Supplementary Education of Elementary School from 5th to 8th grade
231340,Professor de matemática do ensino fundamental,Professor de matemática na educação de jovens e adultos do ensino fundamental de 5ª a 8ª série,Mathematics Professor in Youth and Adult Education of Elementary School from 5th to 8th grade
232105,Professor de artes no ensino médio,,"the JSON object must be str, bytes or bytearray, not NoneType"
232110,Professor de biologia no ensino médio,,"the JSON object must be str, bytes or bytearray, not NoneType"
232115,Professor de disciplinas pedagógicas no ensino médio,,"the JSON object must be str, bytes or bytearray, not NoneType"
232120,Professor de educação física no ensino médio,,"the JSON object must be str, bytes or bytearray, not NoneType"
232125,Professor de filosofia no ensino médio,,"the JSON object must be str, bytes or bytearray, not NoneType"
232130,Professor de física no ensino médio,,"the JSON object must be str, bytes or bytearray, not NoneType"
232135,Professor de geografia no ensino médio,,"the JSON object must be str, bytes or bytearray, not NoneType"
232140,Professor de história no ensino médio,,"the JSON object must be str, bytes or bytearray, not NoneType"
232145,Professor de língua e literatura brasileira no ensino médio,,"the JSON object must be str, bytes or bytearray, not NoneType"
232150,Professor de língua estrangeira moderna no ensino médio,,"the JSON object must be str, bytes or bytearray, not NoneType"
232155,Professor de matemática no ensino médio,,"the JSON object must be str, bytes or bytearray, not NoneType"
232160,Professor de psicologia no ensino médio,,"the JSON object must be str, bytes or bytearray, not NoneType"
232165,Professor de química no ensino médio,,"the JSON object must be str, bytes or bytearray, not NoneType"
232170,Professor de sociologia no ensino médio,,"the JSON object must be str, bytes or bytearray, not NoneType"
233105,Professor da área de meio ambiente,,"the JSON object must be str, bytes or bytearray, not NoneType"
233110,Professor de desenho técnico,Professor de ensino profissionalizante no ensino de nível médio,Professional Teacher in Middle Level Education
233115,Professor de técnicas agrícolas,,"the JSON object must be str, bytes or bytearray, not NoneType"
233120,Professor de técnicas comerciais e secretariais,,"the JSON object must be str, bytes or bytearray, not NoneType"
233125,Professor de técnicas de enfermagem,,"the JSON object must be str, bytes or bytearray, not NoneType"
233130,Professor de técnicas industriais,,"the JSON object must be str, bytes or bytearray, not NoneType"
233135,Professor de tecnologia e cálculo técnico,,"the JSON object must be str, bytes or bytearray, not NoneType"
233205,Instrutor de aprendizagem e treinamento agropecuário,"Instrutor agrícola, Instrutor de aprendizagem agropecuária, Instrutor de treinamento agropecuário","Agricultural Instructor, Agricultural Learning Instructor, Agricultural Training Instructor"
233210,Instrutor de aprendizagem e treinamento industrial,"Instrutor de aprendizagem industrial, Instrutor de educação profissional industrial, Instrutor de ofícios industriais, Instrutor de treinamento industrial (formação profissional), Instrutor de treinamentos industriais, Professor-instrutor de cursos de treinamento industrial, Professor-instrutor de educação profissional industrial","Industrial Learning Instructor, Industrial Industrial Office Instructor, Industrial Training Instructor (Vocational Training), Industrial Training Instructor, Professor-Industrial Training Courses, Professor of Professional Education Industrial"
233215,Instrutor de aprendizagem e treinamento comercial,"Instrutor de aprendizagem comercial, Instrutor de treinamento comercial","Commercial learning instructor, commercial training instructor"
233220,Professor instrutor de ensino e aprendizagem agroflorestal,Instrutor de aprendizagem agroindustrial e florestal,Agroindustrial and Forestry Learning Instructor
233225,Professor instrutor de ensino e aprendizagem em serviços,"Instrutor de aprendizagem em comunicação, Instrutor de aprendizagem em informática, Instrutor de aprendizagem em transportes, Instrutor de informática","Communication Learning Instructor, Informatics Learning Instructor, Transport Learning Instructor, Informatics Instructor"
234105,Professor de matemática aplicada (no ensino superior),"Professor de cálculo numérico (no ensino superior), Professor de matemática financeira (no ensino superior), Professor de teoria matemática de sistemas (no ensino superior)","Professor of Numerical Calculation (in Higher Education), Professor of Financial Mathematics (in Higher Education), Professor of Mathematical Theory of Systems (in Higher Education)"
234110,Professor de matemática pura (no ensino superior),"Professor de álgebra linear (no ensino superior), Professor de matemática (no ensino superior)","Teacher of Linear Algebra (in Higher Education), Mathematics Teacher (in Higher Education)"
